Stock,Jesse_Score,Rank,Predicted_Change_Percent
EVCM,0.6832,2518,1.31
PNFPP,0.6831,2519,8.72
TOI,0.6827,2520,4.03
HKPD,0.6825,2521,14.94
EXEL,0.6822,2522,14.36
VTWG,0.6822,2523,-4.83
PONY,0.682,2524,6.0
CERS,0.6819,2525,-1.23
FEM,0.6814,2526,12.32
NEWZ,0.6813,2527,7.9
NLSPW,0.6813,2528,0.96
FDTS,0.6812,2529,3.88
SKYX,0.6809,2530,9.13
CASH,0.6808,2531,-1.81
CART,0.6807,2532,1.81
HHS,0.6806,2533,-2.84
AUUDW,0.6805,2534,-4.34
FLD,0.6803,2535,0.85
FPXE,0.6801,2536,2.81
APLM,0.68,2537,10.22
PZZA,0.68,2538,13.43
TCBS,0.6799,2539,7.57
ESGU,0.6798,2540,8.23
CSTL,0.6797,2541,12.23
IBGB,0.6796,2542,-3.72
SANG,0.6796,2543,6.19
VFSWW,0.6795,2544,-4.89
LAB,0.6794,2545,9.42
AWRE,0.6792,2546,-1.49
TREE,0.6791,2547,8.21
IBCP,0.679,2548,9.68
LFVN,0.6788,2549,3.63
VLGEA,0.6787,2550,10.58
THRY,0.6786,2551,6.23
LSTA,0.6784,2552,1.39
QQMG,0.6784,2553,8.2
OPINL,0.6783,2554,13.6
GAINL,0.6782,2555,14.97
CUB,0.6781,2556,-3.49
NWGL,0.678,2557,9.04
WHFCL,0.6779,2558,1.92
PTON,0.6778,2559,4.53
AUTL,0.6777,2560,12.57
HOFVW,0.6775,2561,13.24
GSRT,0.6774,2562,-1.98
TCBK,0.6774,2563,4.99
AMPL,0.6773,2564,9.96
FBIZ,0.6768,2565,-2.87
GT,0.6768,2566,-3.46
LQDT,0.6768,2567,6.35
MEMS,0.6768,2568,12.83
WKEY,0.6768,2569,0.98
CHEF,0.6766,2570,13.0
WHF,0.6765,2571,4.21
GTIM,0.6764,2572,6.13
RPAY,0.6762,2573,10.39
BIVI,0.676,2574,-0.67
ABLLL,0.6759,2575,-4.82
ESQ,0.6759,2576,-3.36
SNCY,0.6758,2577,13.65
BLBD,0.6757,2578,-2.01
PRFX,0.6757,2579,13.86
RITR,0.6752,2580,0.29
SFIX,0.6746,2581,14.73
JEPQ,0.6745,2582,5.64
PSWD,0.6745,2583,10.47
ATMV,0.6742,2584,3.22
FUTU,0.6741,2585,-1.07
CCRN,0.674,2586,13.87
FTCS,0.674,2587,-2.09
SNWV,0.674,2588,-2.34
CONI,0.6739,2589,8.01
SANW,0.6739,2590,-3.07
CELZ,0.6736,2591,0.83
ACLS,0.6735,2592,4.79
DHAIW,0.6735,2593,9.0
EM,0.6735,2594,8.47
GFAIW,0.6735,2595,3.47
DGRE,0.6729,2596,11.85
GIGGU,0.6729,2597,7.23
WYHG,0.6728,2598,8.37
JD,0.6725,2599,-4.99
PPBT,0.6723,2600,6.35
CTSH,0.672,2601,4.76
CURIW,0.6719,2602,13.05
PPBI,0.6718,2603,10.02
DYCQR,0.6716,2604,9.61
PSCF,0.6716,2605,0.64
RXRX,0.6716,2606,-4.41
NNE,0.6715,2607,-0.59
TXN,0.6715,2608,11.74
IIIV,0.6714,2609,12.69
III,0.6713,2610,13.0
NDAA,0.6709,2611,-4.53
RFIL,0.6708,2612,9.72
TNON,0.6707,2613,3.66
FBLG,0.6705,2614,10.77
ACGLO,0.6699,2615,13.87
VSTA,0.6699,2616,14.01
BEAM,0.6698,2617,-4.2
GLDY,0.6696,2618,-4.79
RNAC,0.6696,2619,-3.21
USIG,0.6696,2620,-1.71
DISTW,0.6694,2621,-1.94
LASE,0.6694,2622,6.82
SMCX,0.6693,2623,3.71
NSYS,0.6692,2624,3.18
FBYD,0.6691,2625,11.1
KE,0.6688,2626,-0.33
OXLCI,0.6688,2627,12.63
FOX,0.6686,2628,5.84
SONO,0.6686,2629,0.93
TRML,0.6685,2630,14.65
INDY,0.6683,2631,4.12
WSBK,0.6678,2632,-3.37
HWBK,0.6677,2633,7.87
MASI,0.6677,2634,7.23
OUST,0.6677,2635,-0.83
FEX,0.6675,2636,-3.35
FMET,0.6674,2637,-4.33
PMCB,0.6672,2638,1.51
Z,0.6672,2639,2.86
FIXD,0.6668,2640,4.88
FNKO,0.6667,2641,14.34
BSMY,0.6665,2642,9.35
FMAO,0.6665,2643,11.28
APLMW,0.6664,2644,-1.2
GYRE,0.6662,2645,-2.4
BTCS,0.666,2646,3.45
CMCT,0.666,2647,-3.03
ALHC,0.6659,2648,-0.86
LICN,0.6658,2649,-3.7
ARQQ,0.6657,2650,14.72
ARTL,0.6653,2651,3.23
BSCU,0.6652,2652,4.99
MCHP,0.665,2653,3.21
ASMB,0.6649,2654,-1.55
GNFT,0.6648,2655,-1.47
JBHT,0.6646,2656,8.22
DUKH,0.6645,2657,14.59
PFI,0.6644,2658,-1.68
TAVI,0.6644,2659,-1.91
NYMTZ,0.6643,2660,5.97
CISS,0.6642,2661,9.94
FLYE,0.6642,2662,-3.25
FRME,0.6642,2663,1.37
SNY,0.664,2664,10.76
ATYR,0.6639,2665,4.3
GLPG,0.6639,2666,4.39
SBGI,0.6639,2667,11.67
EBMT,0.6638,2668,2.39
KITTW,0.6638,2669,14.77
KVHI,0.6638,2670,4.31
JFBRW,0.6637,2671,3.8
LSBPW,0.6637,2672,9.98
MGNI,0.6637,2673,13.34
APWC,0.6631,2674,7.53
BAFN,0.6631,2675,-2.21
NYAX,0.663,2676,13.55
CIBR,0.6628,2677,0.14
AAXJ,0.6625,2678,7.89
ADXN,0.6624,2679,13.72
BUJAW,0.6624,2680,5.03
UCYB,0.6624,2681,12.3
MDCX,0.6621,2682,5.77
SIXG,0.6621,2683,-2.75
FAAS,0.6619,2684,-2.13
IBTG,0.6619,2685,-0.22
FDNI,0.6618,2686,-0.61
GBUG,0.6618,2687,4.67
RLYB,0.6618,2688,12.6
JUNS,0.6616,2689,-2.72
ZVRA,0.6616,2690,-0.02
ADVWW,0.6615,2691,12.09
QHDG,0.6612,2692,1.61
STAA,0.6611,2693,8.75
TARS,0.6608,2694,-4.59
AIRJW,0.6607,2695,5.8
BZAI,0.6607,2696,9.29
BMGL,0.6605,2697,-0.81
MDRR,0.6605,2698,-1.81
CYCCP,0.6604,2699,3.1
ICOP,0.6603,2700,-1.45
SAIA,0.6599,2701,-3.62
CRIS,0.6597,2702,-0.1
MXCT,0.6597,2703,-3.44
DWTX,0.6596,2704,6.15
EXPE,0.6594,2705,10.84
BHFAO,0.6593,2706,10.2
CDLX,0.6593,2707,-2.56
ZOOZW,0.6593,2708,0.85
MOBBW,0.6589,2709,13.22
ZM,0.6589,2710,10.11
DISTR,0.6588,2711,7.83
CYTK,0.6586,2712,4.77
FYBR,0.6582,2713,4.06
OTEX,0.6582,2714,0.94
CVKD,0.6581,2715,12.59
OXBR,0.658,2716,7.3
TCHI,0.6579,2717,1.85
YYAI,0.6579,2718,4.01
FORA,0.6577,2719,-4.49
FTCI,0.6576,2720,11.74
ARRY,0.657,2721,10.74
CTOR,0.6568,2722,12.32
PN,0.6568,2723,5.37
OCCI,0.6563,2724,-2.16
SNTI,0.6562,2725,-2.3
SUNS,0.6559,2726,5.2
AIQ,0.6555,2727,-3.18
ATIIW,0.6552,2728,14.01
EXFY,0.6551,2729,12.83
QNCX,0.655,2730,6.22
XBIT,0.6549,2731,0.68
PSCU,0.6548,2732,-1.65
UOKA,0.6548,2733,1.38
SLMBP,0.6545,2734,2.34
VRSN,0.6543,2735,-1.37
ABVE,0.6542,2736,-3.12
FATBW,0.6541,2737,0.91
ALLT,0.654,2738,7.8
CCNE,0.654,2739,-4.47
DRTSW,0.6539,2740,-3.91
GDYN,0.6538,2741,1.96
TSVT,0.6538,2742,5.66
IBTJ,0.6532,2743,5.47
CTKB,0.6528,2744,8.51
SPNS,0.6528,2745,-2.3
NEWTH,0.6527,2746,6.4
BWIN,0.6525,2747,5.56
NCTY,0.6525,2748,7.84
RELI,0.6524,2749,8.48
UBSI,0.6524,2750,2.25
HSIC,0.6523,2751,8.74
BOWNU,0.6521,2752,9.5
ICLN,0.652,2753,11.5
ZCZZT,0.6517,2754,-4.84
ZURA,0.6517,2755,14.08
IMMX,0.6515,2756,10.92
SRZNW,0.6515,2757,10.8
ELVA,0.6513,2758,9.75
MSAI,0.6511,2759,14.02
JCTC,0.6508,2760,6.8
PRGS,0.6506,2761,7.55
YHNAR,0.6503,2762,-4.74
MATW,0.6502,2763,9.41
SOWG,0.6501,2764,3.41
ADAG,0.6499,2765,-1.38
VONV,0.6499,2766,-2.11
VRIG,0.6497,2767,0.83
BSSX,0.6494,2768,8.92
EPIX,0.6493,2769,9.26
PALD,0.6493,2770,12.88
NEUP,0.6489,2771,13.41
RANI,0.6488,2772,4.54
UMBF,0.6487,2773,-4.96
DWAW,0.6486,2774,-3.18
ALNY,0.6485,2775,13.78
BRKD,0.6483,2776,5.37
SHFSW,0.6483,2777,11.23
LULU,0.6482,2778,0.88
SION,0.6481,2779,1.25
HBAN,0.6479,2780,-4.63
NCRA,0.6479,2781,11.92
HAS,0.6478,2782,3.78
CENT,0.6477,2783,14.53
RHLD,0.6476,2784,10.01
SIBN,0.6476,2785,2.66
WTBA,0.6476,2786,8.72
FOXX,0.6474,2787,-0.14
WNDY,0.6473,2788,1.92
EPSM,0.647,2789,7.14
VERA,0.6469,2790,6.0
FCCO,0.6467,2791,5.15
FTEL,0.6467,2792,14.41
HAFC,0.6467,2793,-3.85
ANIX,0.6461,2794,0.92
DXLG,0.6461,2795,0.54
MYMF,0.6459,2796,-1.4
BUG,0.6458,2797,-1.72
MEIP,0.6454,2798,-1.14
AMAL,0.6451,2799,4.84
TAIT,0.6449,2800,-1.35
TNFA,0.6444,2801,7.64
FBOT,0.6443,2802,-2.1
PPI,0.6443,2803,-4.6
SKYY,0.6443,2804,-2.26
CGTX,0.6442,2805,9.5
RZLV,0.6442,2806,7.72
HROWL,0.6441,2807,10.61
PID,0.6441,2808,-3.5
TUR,0.6441,2809,2.89
FEUZ,0.644,2810,1.77
NVDG,0.6439,2811,-0.72
SILO,0.6439,2812,-1.62
FROG,0.6438,2813,-3.14
THRM,0.6438,2814,1.56
GPCR,0.6436,2815,-3.48
MRBK,0.6434,2816,7.98
CCIRW,0.6432,2817,14.32
ACRS,0.6431,2818,13.99
FFIV,0.6426,2819,-0.44
GREE,0.6426,2820,5.63
REIT,0.6425,2821,6.43
KIDS,0.6424,2822,8.35
IVEG,0.6423,2823,11.76
FGL,0.6419,2824,8.73
RAY,0.6418,2825,3.07
MRSN,0.6417,2826,6.99
BIOX,0.6414,2827,8.64
ATLN,0.6413,2828,-2.88
BJDX,0.6412,2829,12.6
BLTE,0.641,2830,0.39
EMCB,0.641,2831,6.98
RANG,0.6409,2832,6.33
RMCOW,0.6409,2833,14.55
CURI,0.6408,2834,8.49
LNSR,0.6408,2835,-1.25
SETM,0.6408,2836,12.79
TGL,0.6408,2837,4.39
VUZI,0.6408,2838,4.91
ICUI,0.6406,2839,1.32
AOHY,0.6404,2840,2.77
WHLRL,0.6404,2841,4.04
BSY,0.64,2842,7.89
CFSB,0.6398,2843,-1.23
GWAV,0.6396,2844,7.29
NVDD,0.6394,2845,5.97
AZN,0.6388,2846,4.42
HTHT,0.6388,2847,12.74
EWJV,0.6387,2848,3.02
MYRG,0.6386,2849,1.16
AACG,0.6385,2850,11.82
SIMAW,0.6384,2851,8.73
ALGT,0.6381,2852,-0.64
TERN,0.6381,2853,-1.09
CDC,0.6375,2854,14.75
KLAC,0.6374,2855,13.23
CJMB,0.6373,2856,8.37
BWFG,0.6372,2857,6.02
COYA,0.6371,2858,14.6
ORGNW,0.6371,2859,8.69
ADMA,0.6368,2860,3.21
ANEB,0.6368,2861,2.37
NSI,0.6368,2862,-4.95
MDWD,0.6364,2863,1.01
BCTXZ,0.6363,2864,13.81
SFD,0.6362,2865,7.74
NLSP,0.6357,2866,5.78
ZNTL,0.6357,2867,6.56
SISI,0.6356,2868,14.53
CEG,0.6353,2869,12.12
PATN,0.6353,2870,11.52
VEEA,0.6348,2871,12.31
AEVAW,0.6346,2872,-1.3
ICLR,0.6346,2873,6.63
TITN,0.6346,2874,4.13
MDGL,0.6345,2875,-2.13
MNMD,0.6344,2876,5.22
SIGIP,0.6344,2877,-3.81
QNTM,0.6343,2878,3.85
ATXS,0.6342,2879,-2.38
PAGP,0.6339,2880,2.19
NXGL,0.6338,2881,13.1
ONBPP,0.6336,2882,-3.6
OBT,0.6334,2883,4.18
BRRR,0.6333,2884,3.95
CCB,0.6333,2885,14.89
CETX,0.6333,2886,6.73
MIGI,0.6333,2887,-2.73
TRVI,0.6333,2888,13.47
PGHL,0.6332,2889,10.63
DJTWW,0.6331,2890,8.21
SUSC,0.633,2891,10.81
SWVLW,0.6324,2892,-2.97
KRNY,0.6323,2893,2.33
ENTA,0.6321,2894,-0.57
METCL,0.6321,2895,8.24
PLRZ,0.6321,2896,8.31
EFSC,0.632,2897,6.57
RGNX,0.632,2898,-4.05
HRTX,0.6319,2899,7.8
QSIX,0.6319,2900,10.03
MNY,0.6318,2901,-3.36
ARCC,0.6317,2902,14.66
BSVN,0.6317,2903,2.6
NEGG,0.6317,2904,2.45
BON,0.6315,2905,13.98
QBUF,0.6315,2906,5.09
ZSPC,0.6315,2907,3.15
SFM,0.6313,2908,9.38
TPCS,0.6313,2909,12.13
FSHP,0.6311,2910,11.68
SCDS,0.631,2911,5.09
UTRE,0.631,2912,-2.87
LOT,0.6307,2913,2.71
BKHAR,0.6303,2914,9.14
FSTR,0.6303,2915,-0.04
SLVR,0.6297,2916,13.64
ROKU,0.6295,2917,-2.75
LDSF,0.6294,2918,14.08
LZ,0.6294,2919,-4.47
AIRTP,0.6292,2920,12.65
CERT,0.629,2921,6.46
YTRA,0.6289,2922,8.71
AAL,0.6288,2923,-0.43
CSX,0.6288,2924,1.07
UPB,0.6286,2925,-0.39
BHFAP,0.6283,2926,13.48
MNTS,0.6283,2927,4.24
DGICA,0.6281,2928,0.71
FMUN,0.6281,2929,-2.49
BFC,0.628,2930,11.49
EEMA,0.628,2931,9.47
EPRX,0.628,2932,10.58
IOTR,0.628,2933,0.26
QSML,0.6277,2934,4.04
MGYR,0.6275,2935,5.26
EBC,0.627,2936,-3.51
IRWD,0.627,2937,7.72
BHF,0.6269,2938,-4.33
EXOZ,0.6269,2939,7.55
JXG,0.6269,2940,7.75
SHOP,0.6269,2941,14.08
PHUN,0.6268,2942,3.4
TDSB,0.6268,2943,7.61
OLB,0.6267,2944,-1.01
CTBI,0.6266,2945,-0.42
GDS,0.6262,2946,3.31
RDAGU,0.6261,2947,13.32
VMBS,0.6261,2948,6.5
HON,0.626,2949,9.99
LTRY,0.626,2950,0.29
CMBM,0.6259,2951,-3.9
WINA,0.6259,2952,6.77
IBRX,0.6257,2953,-2.88
PLUS,0.6256,2954,5.36
NEWTG,0.6254,2955,1.93
FTGS,0.6253,2956,14.79
VNET,0.6253,2957,0.39
NTES,0.6252,2958,-3.05
LINC,0.6251,2959,2.69
GSM,0.625,2960,-3.98
IUS,0.625,2961,8.02
HNRG,0.6248,2962,4.4
PSET,0.6247,2963,7.25
INCY,0.6246,2964,-1.78
NOEMR,0.6246,2965,11.83
FTFT,0.6245,2966,6.67
CRON,0.6242,2967,1.06
OSS,0.6242,2968,6.89
FDFF,0.6241,2969,2.7
BOTJ,0.624,2970,13.33
ABLLW,0.6239,2971,13.51
MOFG,0.6238,2972,5.99
BNDW,0.6237,2973,11.89
SZZLU,0.6237,2974,-1.75
AIP,0.6236,2975,10.29
CHARR,0.6236,2976,-4.87
ERIC,0.6236,2977,5.58
TLN,0.6233,2978,-0.74
ASTS,0.6232,2979,13.09
SGC,0.6232,2980,12.77
EMIF,0.6229,2981,10.83
IVCA,0.6229,2982,4.12
IKNA,0.6228,2983,-2.3
SMCF,0.6228,2984,-1.11
ILPT,0.6227,2985,8.38
ENSG,0.6226,2986,14.0
RILYZ,0.6226,2987,6.24
FSBC,0.6223,2988,6.38
TRVG,0.6223,2989,-2.59
UEIC,0.6222,2990,1.37
KINS,0.622,2991,2.7
PEY,0.6217,2992,6.46
OSRH,0.6216,2993,1.25
ZIONP,0.6214,2994,0.19
CRDO,0.6212,2995,13.74
FUSB,0.6211,2996,9.15
LEXXW,0.621,2997,10.01
BCML,0.6209,2998,6.75
NCSM,0.6209,2999,2.14
KQQQ,0.6207,3000,7.93
RNXT,0.6205,3001,6.24
CRWV,0.6203,3002,1.77
KURA,0.6203,3003,-4.8
NEO,0.6203,3004,3.99
BOKF,0.6202,3005,1.15
BZUN,0.62,3006,-2.37
FTHI,0.62,3007,6.63
RPRX,0.62,3008,-3.53
MAYAU,0.6198,3009,3.62
RZLVW,0.6194,3010,13.76
VMEO,0.6193,3011,10.16
DNUT,0.619,3012,8.67
SPYQ,0.6189,3013,11.49
IMVT,0.6186,3014,11.61
IEP,0.6185,3015,5.99
LBRDA,0.6184,3016,-0.18
BRHY,0.6183,3017,4.72
ILIT,0.6181,3018,-1.92
ESGL,0.6178,3019,9.31
TMCWW,0.6177,3020,-4.69
BEEM,0.6175,3021,5.62
OCTO,0.6174,3022,-0.63
CNCR,0.617,3023,8.33
LNZA,0.617,3024,-3.92
ESN,0.6168,3025,12.06
SJCP,0.6168,3026,7.65
LRFC,0.6167,3027,6.77
WEYS,0.6166,3028,12.39
IVDA,0.6165,3029,12.05
VWOB,0.6164,3030,-2.92
AMPH,0.6161,3031,-3.76
FRHC,0.6161,3032,-4.75
PRLD,0.6161,3033,13.45
BAYA,0.6159,3034,2.23
QLGN,0.6159,3035,2.07
BANF,0.6157,3036,0.71
FSGS,0.6157,3037,7.41
VVOS,0.6156,3038,12.36
TCBX,0.6155,3039,8.69
TSCO,0.6155,3040,9.55
IROHU,0.6154,3041,13.71
PSC,0.6153,3042,5.67
ADP,0.6151,3043,9.7
ERAS,0.6151,3044,4.41
RDFN,0.6147,3045,7.95
CSB,0.6146,3046,0.71
HSTM,0.6146,3047,5.32
MODV,0.6146,3048,7.38
RXST,0.6142,3049,0.95
SEDG,0.6141,3050,-3.94
TRMD,0.6141,3051,10.94
SWBI,0.614,3052,-1.43
ABNB,0.6139,3053,-1.28
DJT,0.6138,3054,0.61
HBANM,0.6137,3055,-0.43
WALDW,0.6137,3056,11.62
CHA,0.6136,3057,4.98
RDWR,0.6136,3058,13.97
NMFC,0.6134,3059,9.33
SHY,0.6132,3060,-4.05
EFSCP,0.6131,3061,-1.82
INTG,0.6126,3062,6.67
CHSCP,0.6125,3063,-0.6
SUPN,0.6125,3064,0.45
LRCX,0.6123,3065,2.34
RGP,0.6123,3066,6.72
USCB,0.6121,3067,13.85
XOMZ,0.6121,3068,2.47
BCG,0.612,3069,-0.09
GGLS,0.612,3070,9.47
XAIR,0.6118,3071,14.11
EVAX,0.6115,3072,11.57
APOG,0.611,3073,5.08
GRPN,0.611,3074,-1.76
CALC,0.6109,3075,7.81
TTMI,0.6109,3076,6.97
FIVN,0.6106,3077,2.32
MIDD,0.6106,3078,0.82
AERT,0.6098,3079,0.01
TSBK,0.6098,3080,1.1
LVHD,0.6097,3081,13.65
IINNW,0.6096,3082,6.07
SNTG,0.6096,3083,-2.07
TVRD,0.6096,3084,13.61
ATLC,0.6095,3085,11.72
FOXF,0.6093,3086,7.66
AMIX,0.6092,3087,11.86
CXSE,0.6092,3088,2.08
RNWWW,0.6092,3089,-1.93
INOD,0.609,3090,8.8
GORV,0.6089,3091,-0.11
IPM,0.6089,3092,6.66
OCGN,0.6089,3093,-3.88
HRTS,0.6086,3094,0.56
BANL,0.6084,3095,1.68
MSEX,0.6082,3096,0.11
FYX,0.6081,3097,8.88
NVAWW,0.608,3098,9.48
MULL,0.6077,3099,-2.08
TDTH,0.6075,3100,-2.8
BSVO,0.6073,3101,2.51
RECT,0.6071,3102,5.68
DOMH,0.6069,3103,-3.11
JVSAU,0.6069,3104,-1.28
CURR,0.6068,3105,-2.66
WTO,0.6067,3106,-2.73
CLIR,0.6065,3107,4.16
IMMP,0.6065,3108,9.14
FIZZ,0.6062,3109,4.46
ACOG,0.6061,3110,-4.87
TCPC,0.6061,3111,-4.74
GECCH,0.6058,3112,2.97
HITI,0.6056,3113,-0.43
APA,0.6055,3114,9.53
VALN,0.6052,3115,2.62
GGLL,0.6051,3116,5.77
SYTAW,0.605,3117,14.36
TW,0.6048,3118,14.77
ATIIU,0.6047,3119,-0.49
IQ,0.6047,3120,1.91
SSBK,0.6047,3121,5.37
BPOPM,0.6045,3122,10.91
CCIX,0.6045,3123,10.33
LGCB,0.6044,3124,-2.91
SPOK,0.6043,3125,12.41
VOXR,0.6043,3126,10.61
KALA,0.6041,3127,14.75
QNXT,0.604,3128,-1.0
HPK,0.6039,3129,1.6
RFAI,0.6037,3130,6.39
AROW,0.6035,3131,5.3
CORZW,0.6035,3132,10.62
FDT,0.6035,3133,0.2
FRPT,0.6034,3134,11.51
RCKTW,0.6033,3135,-0.51
PTEC,0.6032,3136,13.09
TPG,0.6031,3137,3.64
LITE,0.603,3138,2.56
DMN,0.6028,3139,12.61
MERC,0.6028,3140,5.42
SNES,0.6028,3141,6.04
AMODW,0.6025,3142,11.2
CHTR,0.6024,3143,8.77
HUIZ,0.6023,3144,1.1
SKYE,0.6023,3145,10.38
GAINZ,0.6022,3146,14.03
AEIS,0.6021,3147,2.4
CLPS,0.6021,3148,10.14
HUDI,0.602,3149,-0.69
HCKT,0.6019,3150,4.79
DCAP,0.6017,3151,7.0
YOSH,0.6017,3152,-3.26
TWNP,0.6016,3153,5.11
MMLP,0.6013,3154,3.72
GOOG,0.601,3155,14.07
JSM,0.6007,3156,-1.81
LXEO,0.6003,3157,7.91
CDTX,0.6002,3158,6.15
IUSB,0.6001,3159,14.78
NEWT,0.6001,3160,8.44
SABS,0.6001,3161,10.87
PLMR,0.6,3162,11.51
BHST,0.5999,3163,7.74
EXE,0.5997,3164,-3.86
NEOV,0.5994,3165,-2.02
NWTN,0.599,3166,12.73
WLACU,0.599,3167,11.91
SATS,0.5988,3168,6.43
CHY,0.5984,3169,-2.29
TEKX,0.5984,3170,-2.08
PCTTW,0.5983,3171,6.65
GLXG,0.5982,3172,5.1
KNSA,0.598,3173,6.17
MRCC,0.598,3174,8.49
CAC,0.5979,3175,0.16
GH,0.5975,3176,7.83
DKNG,0.5974,3177,9.26
TMC,0.5974,3178,14.2
VRAX,0.5974,3179,1.87
PENN,0.5971,3180,-3.74
LILA,0.5967,3181,-4.41
LE,0.5966,3182,10.75
ESSA,0.5963,3183,7.12
LMNR,0.5959,3184,6.82
LYEL,0.5959,3185,1.0
ASTLW,0.5956,3186,-1.11
LIEN,0.5956,3187,12.05
FLX,0.5955,3188,1.92
SLXN,0.5955,3189,5.61
ELEV,0.5954,3190,-0.16
LILAK,0.5954,3191,0.42
BBCP,0.5952,3192,8.03
XAIX,0.5949,3193,-4.51
COCH,0.5945,3194,9.36
XGN,0.5945,3195,8.65
CTRN,0.5944,3196,1.99
LIVE,0.5944,3197,10.63
CBNK,0.5943,3198,-3.33
HTOOW,0.5942,3199,-0.12
LGCF,0.5941,3200,-4.89
CPLS,0.5939,3201,8.08
DWSH,0.5939,3202,12.64
BRID,0.5933,3203,5.4
TAYD,0.5932,3204,1.76
GOODN,0.593,3205,-1.58
AVGX,0.5928,3206,11.85
CCBG,0.5927,3207,12.83
NFXS,0.5927,3208,-0.53
TALKW,0.5927,3209,12.73
GNTX,0.5926,3210,7.6
XTKG,0.5926,3211,3.55
DAKT,0.5925,3212,-4.58
PAYX,0.5924,3213,13.51
ABVEW,0.5923,3214,10.32
VERU,0.5923,3215,14.52
IBTM,0.5918,3216,8.69
MVST,0.5918,3217,6.16
OM,0.5918,3218,5.91
ILLRW,0.5916,3219,6.45
ALF,0.5915,3220,-3.15
CNVS,0.5914,3221,-1.29
BSMS,0.5909,3222,12.01
LIQT,0.5906,3223,11.69
FLDDW,0.5903,3224,5.16
EXPI,0.5902,3225,6.83
KPLTW,0.5902,3226,10.3
VICR,0.5902,3227,7.61
ROST,0.5901,3228,3.9
CLNN,0.59,3229,-0.99
MGX,0.5898,3230,1.69
BELT,0.5896,3231,7.12
NXLIW,0.5895,3232,-4.98
CBAT,0.5893,3233,-1.86
NCPB,0.5891,3234,3.75
TANH,0.5891,3235,-1.53
LASR,0.589,3236,4.11
UKOMW,0.589,3237,-0.99
ALCYW,0.5888,3238,11.04
ARBEW,0.5888,3239,9.95
WAFD,0.5888,3240,-1.32
CTNM,0.5887,3241,13.3
MRKR,0.5885,3242,-0.14
REG,0.5885,3243,1.23
FACTU,0.5884,3244,5.99
SABR,0.5884,3245,8.4
ROCK,0.5883,3246,9.32
AXSM,0.5881,3247,14.95
JL,0.588,3248,13.34
KALV,0.588,3249,14.75
TER,0.588,3250,-3.75
OXLCG,0.5879,3251,3.57
GNPX,0.5876,3252,8.44
SWKH,0.5876,3253,-4.72
FBYDW,0.5875,3254,12.63
XRAY,0.5873,3255,6.54
BWBBP,0.5872,3256,6.57
FCEL,0.5872,3257,1.44
LWAY,0.5872,3258,7.33
THFF,0.5872,3259,11.65
RUMBW,0.5871,3260,9.97
BMRA,0.5869,3261,-3.46
KROS,0.5869,3262,-4.75
BSCV,0.5868,3263,8.59
LRMR,0.5867,3264,14.05
AVO,0.5866,3265,5.03
HEAL,0.5866,3266,8.87
MIRM,0.5865,3267,14.54
RMBL,0.5865,3268,1.96
IBGL,0.5864,3269,-1.86
ASND,0.5863,3270,7.02
LWLG,0.5862,3271,0.09
OOSB,0.5861,3272,9.53
BFIN,0.586,3273,-1.98
MNDO,0.586,3274,0.54
SY,0.586,3275,-0.34
GEN,0.5856,3276,9.28
CIGI,0.5852,3277,6.63
ORIS,0.5852,3278,11.89
EDTK,0.5851,3279,-2.14
INZY,0.585,3280,-2.02
USMC,0.585,3281,7.54
RDTL,0.5849,3282,13.66
MAZE,0.5848,3283,3.13
TSYY,0.5847,3284,8.57
OBLG,0.5846,3285,9.82
AVS,0.5844,3286,13.44
BULLZ,0.5843,3287,12.58
SCNX,0.5843,3288,-3.63
BCLI,0.5839,3289,-2.17
FIBK,0.5838,3290,3.68
EXEEL,0.5836,3291,0.34
NVNIW,0.5835,3292,13.19
CUPR,0.5834,3293,-3.91
GSBC,0.5834,3294,-0.14
FSLR,0.5833,3295,13.16
ABP,0.5832,3296,4.31
PFX,0.5832,3297,-0.87
SLRN,0.5832,3298,2.01
CCCC,0.5831,3299,7.19
CRDL,0.5831,3300,2.87
FWONK,0.583,3301,-2.51
FTRE,0.5828,3302,-1.39
MDXG,0.5827,3303,9.45
WVE,0.5826,3304,1.8
BGC,0.5824,3305,12.27
SGRY,0.5824,3306,8.7
WXM,0.5824,3307,5.65
CFLT,0.5823,3308,-2.58
DOX,0.5818,3309,-4.53
MRTN,0.5818,3310,13.12
PHOE,0.5816,3311,-4.66
CTMX,0.5814,3312,11.11
MSPRZ,0.5812,3313,10.73
TOIIW,0.5806,3314,1.77
ZJK,0.5806,3315,5.11
ATNF,0.58,3316,7.15
LOCO,0.58,3317,-3.22
BSCR,0.5798,3318,-3.94
CDTTW,0.5798,3319,4.53
FSHPU,0.5795,3320,-0.44
RKDA,0.5795,3321,3.2
DBVT,0.5794,3322,-0.3
SLNG,0.5794,3323,6.59
META,0.5793,3324,-4.9
AAON,0.5792,3325,-1.14
ULTA,0.5791,3326,-1.72
HAIN,0.579,3327,10.81
BAFE,0.5787,3328,-4.3
FTAIN,0.5786,3329,3.29
DGNX,0.5785,3330,4.59
RLMD,0.5785,3331,14.13
BSCY,0.5784,3332,7.63
BLCN,0.578,3333,-4.97
DUKX,0.578,3334,-2.71
SENEA,0.5779,3335,-4.06
CCEP,0.5778,3336,9.52
EQ,0.5778,3337,-1.49
IBTP,0.5778,3338,4.03
